state_awps,district_awps,locs,locations.lon,locations.lat
Uttar Pradesh,Balia,Balia Uttar Pradesh,79.52168,27.71921
Uttar Pradesh,Bareilly,Bareilly Uttar Pradesh,79.42193,28.34702
Uttar Pradesh,Bulandsher,Bulandsher Uttar Pradesh,77.839443,28.405895
Uttar Pradesh,Eata,Eata Uttar Pradesh,78.658355,27.556767
Uttar Pradesh,Fatehpur,Fatehpur Uttar Pradesh,80.8139,25.93036
Uttar Pradesh,Gaziabad,Gaziabad Uttar Pradesh,77.417639,28.66515
Uttar Pradesh,Hardoi,Hardoi Uttar Pradesh,80.1311,27.39433
Uttar Pradesh,Jonpur,Jonpur Uttar Pradesh,82.68224,25.742824
Uttar Pradesh,Kanshiram Nagar,Kanshiram Nagar Uttar Pradesh,79.60774,27.5961
Uttar Pradesh,Lalitpur,Lalitpur Uttar Pradesh,78.41888,24.69054
Uttar Pradesh,Manpuri,Manpuri Uttar Pradesh,79.012236,27.226763
Uttar Pradesh,Mirzapur,Mirzapur Uttar Pradesh,82.56975,25.14582
Uttar Pradesh,Partapgarh,Partapgarh Uttar Pradesh,81.99909,25.92104
Uttar Pradesh,Peeli Bhit,Peeli Bhit Uttar Pradesh,79.805391,28.630418
Uttar Pradesh,Saharanpur,Saharanpur Uttar Pradesh,77.54522,29.9679
Uttar Pradesh,Shravasti,Shravasti Uttar Pradesh,81.85295,27.62611
Uttar Pradesh,Sultanpur,Sultanpur Uttar Pradesh,82.07314,26.25996
Uttar Pradesh,Ramabai Nagar,Ramabai Nagar Uttar Pradesh,79.60774,27.5961
Uttar Pradesh,Sant Ravidas Nagar,Sant Ravidas Nagar Uttar Pradesh,79.60774,27.5961
Uttar Pradesh,Sidharthnagar,Sidharthnagar Uttar Pradesh,82.83967,27.283721
Uttar Pradesh,Unnav,Unnav Uttar Pradesh,80.479314,26.54135
Uttar Pradesh,Rampur,Rampur Uttar Pradesh,79.02896,28.80904
Uttar Pradesh,Santkabir Nagar,Santkabir Nagar Uttar Pradesh,79.60774,27.5961
Uttar Pradesh,Sitapur,Sitapur Uttar Pradesh,80.68265,27.56192
Uttar Pradesh,Varanasi,Varanasi Uttar Pradesh,83.01042,25.31668
Uttar Pradesh,Rayebareli,Rayebareli Uttar Pradesh,81.237058,26.22978
Uttar Pradesh,Shahjhanpur,Shahjhanpur Uttar Pradesh,79.917129,27.880709
Uttar Pradesh,Sonbadhra,Sonbadhra Uttar Pradesh,83.125175,24.460408
Uttarakhand,Almora,Almora Uttarakhand,79.66088,29.59726
Uttarakhand,Pauri,Pauri Uttarakhand,78.76998,30.15356
West Bengal,Arambagh,Arambagh West Bengal,87.78333,22.88333
West Bengal,Barasat,Barasat West Bengal,88.48198,22.72154
West Bengal,Bidhannagar,Bidhannagar West Bengal,88.417001,22.579671
West Bengal,Coochbehar,Coochbehar West Bengal,89.429637,26.340578
West Bengal,English Bazar,English Bazar West Bengal,88.14573,25.00447
West Bengal,Jhargram,Jhargram West Bengal,86.99497,22.45384
West Bengal,Purulia,Purulia West Bengal,86.36303,23.33062
West Bengal,Suri,Suri West Bengal,87.52773,23.90806
West Bengal,Asansol,Asansol West Bengal,86.98333,23.68333
West Bengal,Barrackpore,Barrackpore West Bengal,88.36336,22.76602
West Bengal,Burdwan,Burdwan West Bengal,87.85691,23.25572
West Bengal,Darjeeling,Darjeeling West Bengal,88.26667,27.03333
West Bengal,Haldia,Haldia West Bengal,88.10975,22.06046
West Bengal,Kharagpur,Kharagpur West Bengal,87.32501,22.33971
West Bengal,Raiganj,Raiganj West Bengal,88.12449,25.61281
West Bengal,Uluberia,Uluberia West Bengal,88.09898,22.4756
West Bengal,Bankura,Bankura West Bengal,87.0716,23.23241
West Bengal,Baruipur,Baruipur West Bengal,88.43882,22.35253
West Bengal,Chinsurah,Chinsurah West Bengal,88.39672,22.88765
West Bengal,Dimond Harbour,Dimond Harbour West Bengal,88,24
West Bengal,Howrah,Howrah West Bengal,88.31857,22.57688
West Bengal,Krishnagar,Krishnagar West Bengal,88.49073,23.40576
West Bengal,Serampore,Serampore West Bengal,88.34222,22.75278
West Bengal,Balurghat,Balurghat West Bengal,88.77732,25.22099
West Bengal,Berhampore,Berhampore West Bengal,88.25155,24.10473
West Bengal,Contai,Contai West Bengal,87.74892,21.77985
West Bengal,Durgapur,Durgapur West Bengal,87.32155,23.49956
West Bengal,Jalpaiguri,Jalpaiguri West Bengal,88.73333,26.51667
West Bengal,Paschim Medinipur,Paschim Medinipur West Bengal,87.32257,22.42114
West Bengal,Siliguri,Siliguri West Bengal,88.42851,26.71004
Chandigarh,Chandigarh,Chandigarh Chandigarh,76.7884,30.73629
Puducherry,Puducherry,Puducherry Puducherry,79.82979,11.93381
Madhya Pradesh,Gwalior,Gwalior Madhya Pradesh,78.17337,26.22982
Madhya Pradesh,Ujjain,Ujjain Madhya Pradesh,75.77643,23.18239
Madhya Pradesh,Ratlam,Ratlam Madhya Pradesh,75.04032,23.33033
Madhya Pradesh,Jabalpur,Jabalpur Madhya Pradesh,79.95006,23.16697
Madhya Pradesh,Katni,Katni Madhya Pradesh,80.39482,23.83677
Madhya Pradesh,Rewa,Rewa Madhya Pradesh,81.29596,24.53398
Madhya Pradesh,Satna,Satna Madhya Pradesh,80.8248,24.58224
Madhya Pradesh,Indore,Indore Madhya Pradesh,75.8333,22.71792
Madhya Pradesh,Sagar,Sagar Madhya Pradesh,78.74386,23.84251
Madhya Pradesh,Bhopal,Bhopal Madhya Pradesh,77.40289,23.25469
